pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,surveillanceMessage
11199,BL,nse_cm,,INDIGO,INDIGO-BL,,INDIGO-BL,INE646L01027,,,,INTERGLOBE AVIATION LTD,,,10,1,-1,-1,2,-1,NSE,,,1131580800,,1131580800,0,0,0,0,1439510400,5286.50-5613.50,0,0,1466875871,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,18944.00,1,0,561350,528650,1,1,1,0,0,1,0,3.86613e+08,0,0,18944,
11208,SM,nse_cm,,KANDARP,KANDARP-SM,,KANDARP-SM,INE0MOT01016,,,,KANDARP DG SMART BPO LTD,,,5,1000,-1,-1,2,-1,NSE,,,1348790400,,1348790400,0,0,1411344000,1411862400,0,90.50-110.60,0,0,1466879995,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,293417.00,1000,0,11060,9050,1,1,1,0,0,1,0,8.973e+06,0,0,293417,"Stage 1 Long Term ASM scrip,The scrip PE is greater than 50 for previous 4 trailing quarters,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Mandatory Market making period in this scrip is over, exit may be difficult,The scrip is not regularly traded, and exit may be difficult"
11218,SM,nse_cm,,MAKS,MAKS-SM,,MAKS-SM,INE0CDK01019,,,,MAKS ENERGY SOL INDIA LTD,,,5,1500,-1,-1,2,-1,NSE,,,1348790400,,1348790400,0,0,1411171200,1411689600,0,21.90-24.20,0,0,1466879995,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,226767.00,1500,0,2420,2190,1,1,1,0,0,1,0,6.93479e+06,0,0,226767,"Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Mandatory Market making period in this scrip is over, exit may be difficult,The scrip is not regularly traded, and exit may be difficult"
11223,EQ,nse_cm,,UCOBANK,UCOBANK-EQ,,UCOBANK,INE691A01018,,,,UCO BANK,,,1,1,-1,-1,2,-1,NSE,,,750124800,,750124800,0,0,0,0,1462320000,21.73-32.59,0,0,1466879995,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,3674091.00,1,0,3259,2173,1,1,1,0,0,1,0,1.25396e+10,0,0,3674091,
12210,BL,nse_cm,,APOLLOTYRE,APOLLOTYRE-BL,,APOLLOTYRE-BL,INE438A01022,,,,APOLLO TYRES LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1468108800,417.75-443.55,0,0,1466875803,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,236892.00,1,0,44355,41775,1,1,1,0,0,1,0,6.35101e+08,0,0,236892,
12222,BL,nse_cm,,ASTRAMICRO,ASTRAMICRO-BL,,ASTRAMICRO-BL,INE386C01029,,,,ASTRA MICROWAVE LTD,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1441929600,1670.10-1773.30,0,0,1466875872,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,60100.00,1,0,177330,167010,1,1,1,0,0,1,0,9.4945e+07,0,0,60100,
12228,BL,nse_cm,,AUTOAXLES,AUTOAXLES-BL,,AUTOAXLES-BL,INE449A01011,,,,AUTOMOTIVE AXLES LIMITED,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1438819200,1728.30-1835.10,0,0,1466875804,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,56382.00,1,0,183510,172830,1,1,1,0,0,1,0,1.5112e+07,0,0,56382,
12238,BL,nse_cm,,JAIBALAJI,JAIBALAJI-BL,,JAIBALAJI-BL,INE091G01026,,,,JAI BALAJI INDUSTRIES LTD,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1421539200,66.15-70.23,0,0,1466875897,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,1425857.00,1,0,7023,6615,1,1,1,0,0,1,0,9.12257e+08,0,0,1425857,
12240,BL,nse_cm,,BALMLAWRIE,BALMLAWRIE-BL,,BALMLAWRIE-BL,INE164A01016,,,,BALMER LAWRIE & CO LTD,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1457654400,173.90-184.64,0,0,1466875804,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,549948.00,1,0,18464,17390,1,1,1,0,0,1,0,1.71004e+08,0,0,549948,
12250,BL,nse_cm,,BBTC,BBTC-BL,,BBTC-BL,INE050A01025,,,,BOMBAY BURMAH TRADING COR,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1456012800,1510.00-1603.40,0,0,1466875804,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,63562.00,1,0,160340,151000,1,1,1,0,0,1,0,6.97719e+07,0,0,63562,
12251,BL,nse_cm,,BEL,BEL-BL,,BEL-BL,INE263A01024,,,,BHARAT ELECTRONICS LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1457222400,395.00-419.40,0,0,1466875804,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,241222.00,1,0,41940,39500,1,1,1,0,0,1,0,7.30978e+09,0,0,241222,
12547,BL,nse_cm,,KOTARISUG,KOTARISUG-BL,,KOTARISUG-BL,INE419A01022,,,,KOTHARI SUG & CHEM LTD.,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1405900800,1406419200,0,24.22-25.70,0,0,1466875872,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,2710456.00,1,0,2570,2422,1,1,1,0,0,1,0,8.28886e+07,0,0,2710456,
12575,BL,nse_cm,,SWSOLAR,SWSOLAR-BL,,SWSOLAR-BL,INE00M201021,,,,STRLNG & WIL REN ENE LTD,,,1,1,-1,-1,2,-1,NSE,,,1250726400,,1250726400,0,0,0,0,1267056000,239.28-254.08,0,0,1466875873,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,401207.00,1,0,25408,23928,1,1,1,0,0,1,0,2.33532e+08,0,0,401207,
12577,BL,nse_cm,,MAHSEAMLES,MAHSEAMLES-BL,,MAHSEAMLES-BL,INE271B01025,,,,MAHARASHTRA SEAMLESS LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1439596800,609.55-647.25,0,0,1466875834,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,154099.00,1,0,64725,60955,1,1,1,0,0,1,0,1.33999e+08,0,0,154099,
1192,BL,nse_cm,,AMBER,AMBER-BL,,AMBER-BL,INE371P01015,,,,AMBER ENTERPRISES (I) LTD,,,50,1,-1,-1,2,-1,NSE,,,1201737600,,1201737600,0,0,1407110400,1407628800,0,7429.50-7888.50,0,0,1466875806,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,12739.00,1,0,788850,742950,1,1,1,0,0,1,0,3.51917e+07,0,0,12739,
11932,EQ,nse_cm,,FUSION,FUSION-EQ,,FUSION,INE139R01012,,,,FUSION FINANCE LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1352937600,,1352937600,0,0,0,0,1428192000,154.22-231.32,0,0,1466879995,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,518630.00,1,0,23132,15422,1,1,1,0,0,1,0,1.61366e+08,0,0,518630,The scrip PE is greater than 50 for previous 4 trailing quarters
11944,BE,nse_cm,,MCLEODRUSS,MCLEODRUSS-BE,,MCLEODRUSS,INE942G01012,,,,MCLEOD RUSSEL INDIA LTD.,,,1,1,-1,-1,2,-1,NSE,,,807062400,,807062400,0,0,1251936000,1252454400,0,56.98-62.96,0,0,1466880003,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,1667426.00,1,0,6296,5698,1,1,1,0,0,1,0,1.04456e+08,0,0,1667426,"Identified under ICA,Stage I ESM Scrip,EPS based on previous 4 trailing quarters in the scrip is zero,Gross settlement (Trade for Trade)"
11954,N9,nse_cm,,735NHAI31,735NHAI31-N9,,735NHAI31-N9,INE906B07EI0,,,,TAX FREE7.35% SR.IIA,,,1,1,-1,-1,2,-1,NSE,,,1137196800,,1137196800,0,0,0,0,1458172800,878.40-1317.60,0,0,1466876201,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,91054.00,1,0,131760,87840,1,1,1,0,0,1,0,5.98257e+07,0,0,91054,
11971,EQ,nse_cm,,GOLDIAM,GOLDIAM-EQ,,GOLDIAM,INE025B01025,,,,GOLDIAM INTERNATIONAL LTD,,,5,1,-1,-1,2,-1,NSE,,,809740800,,809740800,0,0,0,0,1455321600,371.90-557.80,0,0,1466879995,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,215108.00,1,0,55780,37190,1,1,1,0,0,1,0,1.12918e+08,0,0,215108,"Close to Close price movement was greater than 50% in previous 3 months,High low price variation was greater than 75% in previous 3 months"
11981,SG,nse_cm,,765PN42,765PN42-SG,,765PN42-SG,IN2820220142,,,,SDL PN 7.65% 2042,,,1,100,-1,-1,2,-1,NSE,,,1353196800,,1353196800,0,0,0,0,0,95.00-105.00,0,0,1466874208,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
11984,SG,nse_cm,,767KA32,767KA32-SG,,767KA32-SG,IN1920220028,,,,SDL KA 7.67% 2032,,,1,100,-1,-1,2,-1,NSE,,,1353196800,,1353196800,0,0,0,0,0,91.20-100.80,0,0,1466874208,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1041600.00,100,0,10080,9120,1,1,1,0,0,1,0,2e+08,0,0,1041600,
12425,BL,nse_cm,,HARRMALAYA,HARRMALAYA-BL,,HARRMALAYA-BL,INE544A01019,,,,HARRISON MALAYALAM LTD,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1411171200,1411689600,0,198.56-210.84,0,0,1466875806,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,486798.00,1,0,21084,19856,1,1,1,0,0,1,0,1.84554e+07,0,0,486798,
12435,BL,nse_cm,,HERITGFOOD,HERITGFOOD-BL,,HERITGFOOD-BL,INE978A01027,,,,HERITAGE FOODS LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1468540800,326.70-346.90,0,0,1466875864,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,311701.00,1,0,34690,32670,1,1,1,0,0,1,0,9.2796e+07,0,0,311701,
12440,BL,nse_cm,,HIMATSEIDE,HIMATSEIDE-BL,,HIMATSEIDE-BL,INE049A01027,,,,HIMATSINGKA SEIDE LTD,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1442707200,87.16-92.54,0,0,1466875806,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,1135201.00,1,0,9254,8716,1,1,1,0,0,1,0,1.25742e+08,0,0,1135201,
12446,BL,nse_cm,,HINDPETRO,HINDPETRO-BL,,HINDPETRO-BL,INE094A01015,,,,HINDUSTAN PETROLEUM CORP,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1446854400,397.00-421.50,0,0,1466875807,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,240443.00,1,0,42150,39700,1,1,1,0,0,1,0,2.12782e+09,0,0,240443,
13143,EQ,nse_cm,,GSEC10IETF,GSEC10IETF-EQ,,GSEC10IETF,INF109KC18O0,,,,ICICIPRAMC - ICICI10GS,,,1,1,-1,-1,2,-1,NSE,,,1355616000,,1355616000,0,0,0,0,0,249.89-276.19,0,0,1466876201,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,380154.00,1,0,27619,24989,1,1,1,0,0,1,0,2.26161e+07,0,0,380154,
11193,EQ,nse_cm,,AXISILVER,AXISILVER-EQ,,AXISILVER,INF846K011K1,,,,AXISAMC - AXISILVER,,,1,1,-1,-1,2,-1,NSE,,,1348704000,,1348704000,0,0,0,0,0,176.62-264.92,0,0,1466876201,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,452934.00,1,0,26492,17662,1,1,1,0,0,1,0,8.38768e+07,0,0,452934,
11226,EQ,nse_cm,,BAGFILMS,BAGFILMS-EQ,,BAGFILMS,INE116D01028,,,,B.A.G FILMS AND MEDIA LTD,,,1,1,-1,-1,2,-1,NSE,,,750816000,,750816000,0,0,1408752000,1409270400,0,3.68-5.52,0,0,1466879994,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,6466351.00,1,0,552,368,1,1,1,0,0,1,0,1.97748e+08,0,0,6466351,
10332,SG,nse_cm,,79HR34,79HR34-SG,,79HR34-SG,IN1620220146,,,,SDL HR 7.9% 2034,,,1,100,-1,-1,2,-1,NSE,,,1342310400,,1342310400,0,0,0,0,0,95.00-105.00,0,0,1466874208,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
10346,EQ,nse_cm,,DGCONTENT,DGCONTENT-EQ,,DGCONTENT,INE03JI01017,,,,DIGICONTENT LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1245283200,,1245283200,0,0,0,0,0,22.19-33.27,0,0,1466879995,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,1902717.00,1,0,3327,2219,1,1,1,0,0,1,0,5.81871e+07,0,0,1902717,"The company has been loss making for at least the last 8 quarters for main board and last 2 years for SME companies on consolidated basis,The scrip PE is greater than 50 for previous 4 trailing quarters,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100"
10350,EQ,nse_cm,,CSLFINANCE,CSLFINANCE-EQ,,CSLFINANCE,INE718F01018,,,,CSL FINANCE LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1342828800,,1342828800,0,0,0,0,1442188800,180.78-271.16,0,0,1466879995,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,442529.00,1,0,27116,18078,1,1,1,0,0,1,0,2.27826e+07,0,0,442529,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100
1174,EQ,nse_cm,,GNFC,GNFC-EQ,,GNFC,INE113A01013,,,,GUJ NAR VAL FER & CHEM L,,,5,1,-1,-1,2,-1,NSE,,,467510400,,485136000,0,0,0,0,1441238400,437.50-656.20,0,0,1466879995,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,182794.00,1,0,65620,43750,1,1,1,0,0,1,0,1.46941e+08,0,0,182794,
11545,BL,nse_cm,,HDFCMOMENT,HDFCMOMENT-BL,,HDFCMOMENT-BL,INF179KC1HV6,,,,HDFCAMC - HDFCMOMENT,,,1,1,-1,-1,2,-1,NSE,,,1350432000,,1350432000,0,0,0,0,1382227200,30.51-32.39,0,0,1466875872,,,,,,,,,,CASH,,,,,1906,,,,0,20,,0.0000,T+1,315513000,0,1,1354218.00,1,0,3239,3051,1,1,1,0,0,1,0,4.14134e+07,0,0,1354218,
12400,BL,nse_cm,,GODFRYPHLP,GODFRYPHLP-BL,,GODFRYPHLP-BL,INE260B01028,,,,GODFREY PHILLIPS INDIA LT,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1447200000,2179.90-2314.70,0,0,1466875806,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,44454.00,1,0,231470,217990,1,1,1,0,0,1,0,1.55982e+08,0,0,44454,
12407,BL,nse_cm,,GRANULES,GRANULES-BL,,GRANULES-BL,INE101D01020,,,,GRANULES INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1438387200,741.30-787.10,0,0,1466875873,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,129597.00,1,0,78710,74130,1,1,1,0,0,1,0,2.47797e+08,0,0,129597,
12408,BL,nse_cm,,GRAPHITE,GRAPHITE-BL,,GRAPHITE-BL,INE371A01025,,,,GRAPHITE INDIA LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1468972800,587.65-623.95,0,0,1466875805,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,160403.00,1,0,62395,58765,1,1,1,0,0,1,0,1.95376e+08,0,0,160403,
13088,BL,nse_cm,,AIAENG,AIAENG-BL,,AIAENG-BL,INE212H01026,,,,AIA ENGINEERING LIMITED,,,10,1,-1,-1,2,-1,NSE,,,818985600,,818985600,0,0,0,0,1441497600,4685.10-4974.70,0,0,1466875874,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,20530.00,1,0,497470,468510,1,1,1,0,0,1,0,9.33204e+07,0,0,20530,
11160,SG,nse_cm,,756TS40,756TS40-SG,,756TS40-SG,IN4520220182,,,,SDL TS 7.56% 2040,,,1,100,-1,-1,2,-1,NSE,,,1348358400,,1348358400,0,0,0,0,0,95.00-105.00,0,0,1466874208,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,
11097,SG,nse_cm,,758GA37A,758GA37A-SG,,758GA37A-SG,IN1420220031,,,,SDL GA 7.58% 2037,,,1,100,-1,-1,2,-1,NSE,,,1348358400,,1348358400,0,0,0,0,0,94.05-103.95,0,0,1466874208,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10395,9405,1,1,1,0,0,1,0,1e+07,0,0,327000,
12173,EQ,nse_cm,,HNDFDS,HNDFDS-EQ,,HNDFDS,INE254N01026,,,,HINDUSTAN FOODS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1250640000,,1250640000,0,0,1411084800,1411603200,0,447.80-671.70,0,0,1466879995,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,178625.00,1,0,67170,44780,1,1,1,0,0,1,0,1.19482e+08,0,0,178625,
12191,BL,nse_cm,,AJANTPHARM,AJANTPHARM-BL,,AJANTPHARM-BL,INE031B01049,,,,AJANTA PHARMA LIMITED,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1447200000,3085.00-3275.80,0,0,1466875867,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,30609.00,1,0,327580,308500,1,1,1,0,0,1,0,1.24936e+08,0,0,30609,
12208,BL,nse_cm,,GVPIL,GVPIL-BL,,GVPIL-BL,INE878A01011,,,,GE POWER INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1405641600,1406160000,0,957.65-1016.85,0,0,1466875867,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,100437.00,1,0,101685,95765,1,1,1,0,0,1,0,6.72275e+07,0,0,100437,
12493,BL,nse_cm,,IPCALAB,IPCALAB-BL,,IPCALAB-BL,INE571A01038,,,,IPCA LABORATORIES LTD,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1438819200,1569.80-1666.80,0,0,1466875807,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,61650.00,1,0,166680,156980,1,1,1,0,0,1,0,2.53704e+08,0,0,61650,
12496,BL,nse_cm,,CEMPRO,CEMPRO-BL,,CEMPRO-BL,INE686A01026,,,,CEMINDIA PROJECTS LIMITED,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1465689600,1177.00-1249.80,0,0,1466875865,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,82286.00,1,0,124980,117700,1,1,1,0,0,1,0,1.71788e+08,0,0,82286,
12505,BL,nse_cm,,JAYBARMARU,JAYBARMARU-BL,,JAYBARMARU-BL,INE571B01036,,,,JAY BHARAT MARUTI LTD,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1440720000,161.85-171.85,0,0,1466875807,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,625576.00,1,0,17185,16185,1,1,1,0,0,1,0,1.0825e+08,0,0,625576,
12507,BL,nse_cm,,JAYSREETEA,JAYSREETEA-BL,,JAYSREETEA-BL,INE364A01020,,,,JAYSHREE TEA & INDUSTRIES,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1438819200,86.49-91.83,0,0,1466875807,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,944293.00,1,0,9183,8649,1,1,1,0,0,1,0,2.88775e+07,0,0,944293,
