pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
1136149,,bse_fo,SO,MANKIND,MANKIND26JUL2300PE,PE,MANKIND30JUL262300.00PE,,543904,,,MANKIND26JUL2300PE,,,5,250,1785436199,1,2,230000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,250,0,3000,5,1,1,1,0,0,1,0,-1,1,0,100000000
1136193,,bse_fo,IO,BANKEX,BANKEX26JUL56300PE,PE,BANKEX30JUL2656300.00PE,,12,,,BANKEX26JUL56300PE,,,5,30,1785436199,1,2,5.63e+06,BSE,IO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Cash,,0,1,0.00,30,0,2005,5,1,1,1,0,0,1,0,-1,1,0,900
1136246,,bse_fo,SO,ASTRAL,ASTRAL26JUL1500PE,PE,ASTRAL30JUL261500.00PE,,532830,,,ASTRAL26JUL1500PE,,,5,425,1785436199,1,2,150000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,425,0,20415,4065,1,1,1,0,0,1,0,-1,1,0,14680
1136265,,bse_fo,IO,SENSEX,SENSEX26JUL73300PE,PE,SENSEX30JUL2673300.00PE,,1,,,SENSEX26JUL73300PE,,,5,20,1785436199,1,2,7.33e+06,BSE,IO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Cash,,0,1,0.00,20,0,21740,5,1,1,1,0,0,1,0,-1,1,0,1000
1136314,,bse_fo,SO,LUPIN,LUPIN26JUL2160CE,CE,LUPIN30JUL262160.00CE,,500257,,,LUPIN26JUL2160CE,,,5,425,1785436199,1,2,216000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,425,0,46560,18520,1,1,1,0,0,1,0,-1,1,0,34000
1136319,,bse_fo,SO,LICHSGFIN,LICHSGFIN26JUL585PE,PE,LICHSGFIN30JUL26585.00PE,,500253,,,LICHSGFIN26JUL585PE,,,5,1000,1785436199,1,2,58500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1000,0,6205,885,1,1,1,0,0,1,0,-1,1,0,60000
1136330,,bse_fo,SO,HEROMOTOCO,HEROMOTOCO26JUL5400CE,CE,HEROMOTOCO30JUL265400.00CE,,500182,,,HEROMOTOCO26JUL5400CE,,,5,150,1785436199,1,2,540000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,150,0,5750,5,1,1,1,0,0,1,0,-1,1,0,9000
1136338,,bse_fo,SO,ICICIPRULI,ICICIPRULI26JUL515PE,PE,ICICIPRULI30JUL26515.00PE,,540133,,,ICICIPRULI26JUL515PE,,,5,925,1785436199,1,2,51500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,925,0,5465,935,1,1,1,0,0,1,0,-1,1,0,60000
1136342,,bse_fo,SO,ADANIENSOL,ADANIENSOL26JUL1420PE,PE,ADANIENSOL30JUL261420.00PE,,539254,,,ADANIENSOL26JUL1420PE,,,5,675,1785436199,1,2,142000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,675,0,5645,5,1,1,1,0,0,1,0,-1,1,0,100000000
1136344,,bse_fo,SO,COALINDIA,COALINDIA26JUL515PE,PE,COALINDIA30JUL26515.00PE,,533278,,,COALINDIA26JUL515PE,,,5,1350,1785436199,1,2,51500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1350,0,10075,4785,1,1,1,0,0,1,0,-1,1,0,126000
1136354,,bse_fo,SO,WAAREEENER,WAAREEENER26JUL3050CE,CE,WAAREEENER30JUL263050.00CE,,544277,,,WAAREEENER26JUL3050CE,,,5,175,1785436199,1,2,305000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,175,0,17030,5,1,1,1,0,0,1,0,-1,1,0,100000000
1136382,,bse_fo,SO,PFC,PFC26JUL470CE,CE,PFC30JUL26470.00CE,,532810,,,PFC26JUL470CE,,,5,1300,1785436199,1,2,47000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1300,0,2140,5,1,1,1,0,0,1,0,-1,1,0,124000
1136389,,bse_fo,SO,PETRONET,PETRONET26JUL290CE,CE,PETRONET30JUL26290.00CE,,532522,,,PETRONET26JUL290CE,,,5,1900,1785436199,1,2,29000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1900,0,2235,5,1,1,1,0,0,1,0,-1,1,0,120000
1136402,,bse_fo,SO,TMPV,TMPV26JUL335PE,PE,TMPV30JUL26335.00PE,,500570,,,TMPV26JUL335PE,,,5,1600,1785436199,1,2,33500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1600,0,2690,5,1,1,1,0,0,1,0,-1,1,0,42750
1136410,,bse_fo,IO,BANKEX,BANKEX26JUL60300PE,PE,BANKEX30JUL2660300.00PE,,12,,,BANKEX26JUL60300PE,,,5,30,1785436199,1,2,6.03e+06,BSE,IO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Cash,,0,1,0.00,30,0,7050,5,1,1,1,0,0,1,0,-1,1,0,900
1136423,,bse_fo,IO,BANKEX,BANKEX26JUL64900PE,PE,BANKEX30JUL2664900.00PE,,12,,,BANKEX26JUL64900PE,,,5,30,1785436199,1,2,6.49e+06,BSE,IO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Cash,,0,1,0.00,30,480,147275,5,1,1,1,0,0,1,0,-1,1,0,900
1136424,,bse_fo,SO,CONCOR,CONCOR26JUL530CE,CE,CONCOR30JUL26530.00CE,,531344,,,CONCOR26JUL530CE,,,5,1250,1785436199,1,2,53000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1250,0,2265,5,1,1,1,0,0,1,0,-1,1,0,40000
1136428,,bse_fo,SO,HINDPETRO,HINDPETRO26JUL350CE,CE,HINDPETRO30JUL26350.00CE,,500104,,,HINDPETRO26JUL350CE,,,5,2025,1785436199,1,2,35000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,2025,0,8540,1915,1,1,1,0,0,1,0,-1,1,0,108000
1136455,,bse_fo,SO,ABB,ABB26JUL7250PE,PE,ABB30JUL267250.00PE,,500002,,,ABB26JUL7250PE,,,5,125,1785436199,1,2,725000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,125,0,74685,6385,1,1,1,0,0,1,0,-1,1,0,7500
1136461,,bse_fo,SO,DIVISLAB,DIVISLAB26JUL6800PE,PE,DIVISLAB30JUL266800.00PE,,532488,,,DIVISLAB26JUL6800PE,,,5,100,1785436199,1,2,680000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,100,0,37440,5,1,1,1,0,0,1,0,-1,1,0,8000
1136502,,bse_fo,SO,BAJFINANCE,BAJFINANCE26JUL1010PE,PE,BAJFINANCE30JUL261010.00PE,,500034,,,BAJFINANCE26JUL1010PE,,,5,750,1785436199,1,2,101000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,750,0,4825,5,1,1,1,0,0,1,0,-1,1,0,3750
1136504,,bse_fo,SO,GRASIM,GRASIM26JUL2860CE,CE,GRASIM30JUL262860.00CE,,500300,,,GRASIM26JUL2860CE,,,5,250,1785436199,1,2,286000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,250,0,50735,16335,1,1,1,0,0,1,0,-1,1,0,14250
1136524,,bse_fo,IO,SENSEX,SENSEX26JUL80300CE,CE,SENSEX30JUL2680300.00CE,,1,,,SENSEX26JUL80300CE,,,5,20,1785436199,1,2,8.03e+06,BSE,IO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Cash,,0,1,0.00,20,0,107275,5,1,1,1,0,0,1,0,-1,1,0,1000
1136525,,bse_fo,SO,PIIND,PIIND26JUL3200PE,PE,PIIND30JUL263200.00PE,,523642,,,PIIND26JUL3200PE,,,5,175,1785436199,1,2,320000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,175,0,72545,35755,1,1,1,0,0,1,0,-1,1,0,7500
1136532,,bse_fo,SO,NATIONALUM,NATIONALUM26JUL390CE,CE,NATIONALUM30JUL26390.00CE,,532234,,,NATIONALUM26JUL390CE,,,5,1875,1785436199,1,2,39000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1875,0,2245,5,1,1,1,0,0,1,0,-1,1,0,300000
1136535,,bse_fo,SO,POWERINDIA,POWERINDIA26JUL31000CE,CE,POWERINDIA30JUL2631000.00CE,,543187,,,POWERINDIA26JUL31000CE,,,5,25,1785436199,1,2,3.1e+06,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,25,0,373150,5,1,1,1,0,0,1,0,-1,1,0,100000000
1136542,,bse_fo,SO,UNITDSPR,UNITDSPR26JUL1290PE,PE,UNITDSPR30JUL261290.00PE,,532432,,,UNITDSPR26JUL1290PE,,,5,400,1785436199,1,2,129000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,400,0,3845,5,1,1,1,0,0,1,0,-1,1,0,28000
1136557,,bse_fo,SO,LTF,LTF26JUL285CE,CE,LTF30JUL26285.00CE,,533519,,,LTF26JUL285CE,,,5,2250,1785436199,1,2,28500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,2250,0,7015,1790,1,1,1,0,0,1,0,-1,1,0,267720
1136568,,bse_fo,SO,BHEL,BHEL26JUL355PE,PE,BHEL30JUL26355.00PE,,500103,,,BHEL26JUL355PE,,,5,2625,1785436199,1,2,35500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,2625,0,2475,5,1,1,1,0,0,1,0,-1,1,0,315000
1136604,,bse_fo,SO,BIOCON,BIOCON26JUL390CE,CE,BIOCON30JUL26390.00CE,,532523,,,BIOCON26JUL390CE,,,5,2500,1785436199,1,2,39000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,2500,0,6625,1385,1,1,1,0,0,1,0,-1,1,0,100000
1136625,,bse_fo,SO,ASHOKLEY,ASHOKLEY26JUL167.5CE,CE,ASHOKLEY30JUL26167.50CE,,500477,,,ASHOKLEY26JUL167.5CE,,,5,5000,1785436199,1,2,16750,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,5000,0,2440,5,1,1,1,0,0,1,0,-1,1,0,150000
1136636,,bse_fo,SO,ABB,ABB26JUL7150CE,CE,ABB30JUL267150.00CE,,500002,,,ABB26JUL7150CE,,,5,125,1785436199,1,2,715000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,125,0,41600,5,1,1,1,0,0,1,0,-1,1,0,7500
1136669,,bse_fo,SO,SRF,SRF26JUL2560CE,CE,SRF30JUL262560.00CE,,503806,,,SRF26JUL2560CE,,,5,200,1785436199,1,2,256000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,200,0,43600,8200,1,1,1,0,0,1,0,-1,1,0,11250
1136688,,bse_fo,SO,CHOLAFIN,CHOLAFIN26JUL1420PE,PE,CHOLAFIN30JUL261420.00PE,,511243,,,CHOLAFIN26JUL1420PE,,,5,625,1785436199,1,2,142000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,625,0,2070,5,1,1,1,0,0,1,0,-1,1,0,25000
1136691,,bse_fo,SO,NTPC,NTPC26JUL392.5PE,PE,NTPC30JUL26392.50PE,,532555,,,NTPC26JUL392.5PE,,,5,1500,1785436199,1,2,39250,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1500,0,5555,1555,1,1,1,0,0,1,0,-1,1,0,150000
1136700,,bse_fo,SO,HDFCLIFE,HDFCLIFE26JUL605CE,CE,HDFCLIFE30JUL26605.00CE,,540777,,,HDFCLIFE26JUL605CE,,,5,1100,1785436199,1,2,60500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1100,0,2400,5,1,1,1,0,0,1,0,-1,1,0,44000
1136724,,bse_fo,SO,BANDHANBNK,BANDHANBNK26JUL200PE,PE,BANDHANBNK30JUL26200.00PE,,541153,,,BANDHANBNK26JUL200PE,,,5,3600,1785436199,1,2,20000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,3600,0,2755,5,1,1,1,0,0,1,0,-1,1,0,100000
1136727,,bse_fo,SO,INDUSTOWER,INDUSTOWER26JUL375PE,PE,INDUSTOWER30JUL26375.00PE,,534816,,,INDUSTOWER26JUL375PE,,,5,1700,1785436199,1,2,37500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1700,0,2720,5,1,1,1,0,0,1,0,-1,1,0,170000
1136732,,bse_fo,SO,SRF,SRF26JUL2640PE,PE,SRF30JUL262640.00PE,,503806,,,SRF26JUL2640PE,,,5,200,1785436199,1,2,264000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,200,0,7915,5,1,1,1,0,0,1,0,-1,1,0,11250
1136743,,bse_fo,SO,BRITANNIA,BRITANNIA26JUL6050PE,PE,BRITANNIA30JUL266050.00PE,,500825,,,BRITANNIA26JUL6050PE,,,5,125,1785436199,1,2,605000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,125,0,91205,38590,1,1,1,0,0,1,0,-1,1,0,6000
1136748,,bse_fo,SO,LODHA,LODHA26JUL970CE,CE,LODHA30JUL26970.00CE,,543287,,,LODHA26JUL970CE,,,5,625,1785436199,1,2,97000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,625,0,18620,2070,1,1,1,0,0,1,0,-1,1,0,100000000
1136751,,bse_fo,SO,IDFCFIRSTB,IDFCFIRSTB26JUL74PE,PE,IDFCFIRSTB30JUL2674.00PE,,539437,,,IDFCFIRSTB26JUL74PE,,,5,9275,1785436199,1,2,7400,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,9275,0,2030,5,1,1,1,0,0,1,0,-1,1,0,450000
1136769,,bse_fo,SO,INDHOTEL,INDHOTEL26JUL650PE,PE,INDHOTEL30JUL26650.00PE,,500850,,,INDHOTEL26JUL650PE,,,5,1000,1785436199,1,2,65000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1000,0,2125,5,1,1,1,0,0,1,0,-1,1,0,60000
1136776,,bse_fo,SO,KPITTECH,KPITTECH26JUL820CE,CE,KPITTECH30JUL26820.00CE,,542651,,,KPITTECH26JUL820CE,,,5,775,1785436199,1,2,82000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,775,0,2040,5,1,1,1,0,0,1,0,-1,1,0,100000000
1136786,,bse_fo,SO,TITAN,TITAN26JUL4150PE,PE,TITAN30JUL264150.00PE,,500114,,,TITAN26JUL4150PE,,,5,175,1785436199,1,2,415000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,175,0,6035,5,1,1,1,0,0,1,0,-1,1,0,11250
1136795,,bse_fo,SO,TMPV,TMPV26JUL370PE,PE,TMPV30JUL26370.00PE,,500570,,,TMPV26JUL370PE,,,5,1600,1785436199,1,2,37000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1600,0,4820,5,1,1,1,0,0,1,0,-1,1,0,42750
1136815,,bse_fo,SO,RBLBANK,RBLBANK26JUL335PE,PE,RBLBANK30JUL26335.00PE,,540065,,,RBLBANK26JUL335PE,,,5,3175,1785436199,1,2,33500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,3175,0,2355,5,1,1,1,0,0,1,0,-1,1,0,150000
1136836,,bse_fo,SO,FORCEMOT,FORCEMOT26JUL22500CE,CE,FORCEMOT30JUL2622500.00CE,,500033,,,FORCEMOT26JUL22500CE,,,5,25,1785436199,1,2,2.25e+06,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,25,0,58735,5,1,1,1,0,0,1,0,-1,1,0,100000000
1136846,,bse_fo,SO,MPHASIS,MPHASIS26JUL2420PE,PE,MPHASIS30JUL262420.00PE,,526299,,,MPHASIS26JUL2420PE,,,5,275,1785436199,1,2,242000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,275,0,26445,3250,1,1,1,0,0,1,0,-1,1,0,11000
1136851,,bse_fo,SO,BIOCON,BIOCON26JUL395CE,CE,BIOCON30JUL26395.00CE,,532523,,,BIOCON26JUL395CE,,,5,2500,1785436199,1,2,39500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,2500,0,6095,1060,1,1,1,0,0,1,0,-1,1,0,100000
1136867,,bse_fo,SO,COFORGE,COFORGE26JUL1340CE,CE,COFORGE30JUL261340.00CE,,532541,,,COFORGE26JUL1340CE,,,5,475,1785436199,1,2,134000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,475,0,25975,3125,1,1,1,0,0,1,0,-1,1,0,6000
1136875,,bse_fo,SO,MAXHEALTH,MAXHEALTH26JUL990PE,PE,MAXHEALTH30JUL26990.00PE,,543220,,,MAXHEALTH26JUL990PE,,,5,525,1785436199,1,2,99000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,525,0,2170,5,1,1,1,0,0,1,0,-1,1,0,100000000
1136880,,bse_fo,SO,KEI,KEI26JUL4650CE,CE,KEI30JUL264650.00CE,,517569,,,KEI26JUL4650CE,,,5,175,1785436199,1,2,465000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,175,0,109465,23270,1,1,1,0,0,1,0,-1,1,0,100000000
1136884,,bse_fo,SO,PETRONET,PETRONET26JUL270PE,PE,PETRONET30JUL26270.00PE,,532522,,,PETRONET26JUL270PE,,,5,1900,1785436199,1,2,27000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1900,0,2370,5,1,1,1,0,0,1,0,-1,1,0,120000
1136891,,bse_fo,SO,SAIL,SAIL26JUL172.5PE,PE,SAIL30JUL26172.50PE,,500113,,,SAIL26JUL172.5PE,,,5,4700,1785436199,1,2,17250,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,4700,0,2755,5,1,1,1,0,0,1,0,-1,1,0,320000
1136893,,bse_fo,SO,BLUESTARCO,BLUESTARCO26JUL1880PE,PE,BLUESTARCO30JUL261880.00PE,,500067,,,BLUESTARCO26JUL1880PE,,,5,325,1785436199,1,2,188000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,325,0,41615,16660,1,1,1,0,0,1,0,-1,1,0,100000000
1136905,,bse_fo,SO,LT,LT26JUL4100CE,CE,LT30JUL264100.00CE,,500510,,,LT26JUL4100CE,,,5,175,1785436199,1,2,410000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,175,0,21905,5,1,1,1,0,0,1,0,-1,1,0,12000
1136909,,bse_fo,SO,SUNPHARMA,SUNPHARMA26JUL1660CE,CE,SUNPHARMA30JUL261660.00CE,,524715,,,SUNPHARMA26JUL1660CE,,,5,350,1785436199,1,2,166000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,350,0,34765,15565,1,1,1,0,0,1,0,-1,1,0,28000
1136915,,bse_fo,SO,INDIGO,INDIGO26JUL4100CE,CE,INDIGO30JUL264100.00CE,,539448,,,INDIGO26JUL4100CE,,,5,150,1785436199,1,2,410000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,150,0,180355,88295,1,1,1,0,0,1,0,-1,1,0,12000
1136928,,bse_fo,SO,PERSISTENT,PERSISTENT26JUL4550CE,CE,PERSISTENT30JUL264550.00CE,,533179,,,PERSISTENT26JUL4550CE,,,5,125,1785436199,1,2,455000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,125,0,55160,5,1,1,1,0,0,1,0,-1,1,0,5250
1136931,,bse_fo,SO,ONGC,ONGC26JUL305CE,CE,ONGC30JUL26305.00CE,,500312,,,ONGC26JUL305CE,,,5,2250,1785436199,1,2,30500,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,2250,0,2000,5,1,1,1,0,0,1,0,-1,1,0,154000
1136934,,bse_fo,SF,BDL,BDL26JULFUT,XX,BDL30JUL26FUT,,541143,,,BDL26JULFUT,,,5,425,1785436199,1,2,0,BSE,SF,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,425,0,153320,125445,1,1,1,0,0,1,0,-1,1,0,100000000
1136959,,bse_fo,SO,BAJAJHLDNG,BAJAJHLDNG26JUL10800CE,CE,BAJAJHLDNG30JUL2610800.00CE,,500490,,,BAJAJHLDNG26JUL10800CE,,,5,75,1785436199,1,2,1.08e+06,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,75,0,109720,10,1,1,1,0,0,1,0,-1,1,0,100000000
1136978,,bse_fo,IO,BANKEX,BANKEX26JUL64200PE,PE,BANKEX30JUL2664200.00PE,,12,,,BANKEX26JUL64200PE,,,5,30,1785436199,1,2,6.42e+06,BSE,IO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Cash,,0,1,0.00,30,0,105140,5,1,1,1,0,0,1,0,-1,1,0,900
1136989,,bse_fo,SO,IEX,IEX26JUL131PE,PE,IEX30JUL26131.00PE,,540750,,,IEX26JUL131PE,,,5,4350,1785436199,1,2,13100,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,4350,0,2990,5,1,1,1,0,0,1,0,-1,1,0,150000
1137000,,bse_fo,IO,SENSEX,SENSEX26JUL76500CE,CE,SENSEX30JUL2676500.00CE,,1,,,SENSEX26JUL76500CE,,,5,20,1785436199,1,2,7.65e+06,BSE,IO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Cash,,0,1,0.00,20,3940,401465,9720,1,1,1,0,0,1,0,-1,1,0,1000
1137057,,bse_fo,SO,POWERGRID,POWERGRID26JUL330PE,PE,POWERGRID30JUL26330.00PE,,532898,,,POWERGRID26JUL330PE,,,5,1900,1785436199,1,2,33000,BSE,SO,1785436199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1785369600,1785369600,,,,,Physical,,0,1,0.00,1900,0,6000,2000,1,1,1,0,0,1,0,-1,1,0,108000
